word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,shortFixation.started,fixationCross_2.started,shortFixation.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,fixation.stopped,rest.started,placeholder_image.started,rest.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Stop,10,j,9,9,0,0,9,9,9,460.02310730004683,,,,,460.0050793000264,460.02310730004683,462.0032907000277,462.00814120005816,462.0200950000435,466.01683029998094,466.01687010005116,466.0365993999876,502.0035566999577,502.0035989000462,502.01975440001115,510.0142179999966,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
Yes,11,k,10,10,0,0,10,10,10,510.0308384000091,,,,,510.01450020004995,510.0308384000091,512.0127328999806,512.0172696000664,512.0290486000013,516.0087548999581,516.0087931000162,516.0258154000621,552.0124304000055,552.0124853999587,552.0331284999847,560.0054104999872,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
Do,12,l,11,11,0,0,11,11,11,560.0252916000318,,,,,560.0055976000149,560.0252916000318,562.0054918000242,562.0127055000048,562.0241955000674,566.0031440999592,566.0032165000448,566.0183065000456,602.0047162000556,602.00475740002,602.022009300068,610.0156234999886,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
Where,13,m,12,12,0,0,12,12,12,610.0315751000308,,,,,610.0159036000259,610.0315751000308,612.0133495000191,612.0251806000015,612.0354586000321,616.010924900067,616.0109913999913,616.0303514000261,652.0142628999893,652.0143518999685,652.0304582000244,660.006635800004,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
In,14,n,13,13,0,0,13,13,13,660.026799299987,,,,,660.0068445999641,660.026799299987,662.0059686000459,662.0115628000349,662.0254189000698,666.0040503999917,666.004094199976,666.0215893000131,702.0066391000291,702.0066721000476,702.0235342000378,710.0169260000112,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
Give,15,o,14,14,0,0,14,14,14,710.0327464999864,,,,,710.0171476000687,710.0327464999864,712.0143210999668,712.0204581000144,712.0345288000535,716.0118312999839,716.0119481000584,716.0305013000034,752.015679800068,752.0157280999701,752.03193930001,760.0086942999624,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
No,16,p,15,15,0,0,15,15,15,760.0256428000284,,,,,760.0089195000473,760.0256428000284,762.0069896000205,762.0156357999658,762.0263913000235,766.0031405000482,766.0031726000598,766.0229742999654,802.0090026999824,802.009045499959,802.0246574999765,810.0006343000568,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
Put,17,q,16,16,0,0,16,16,16,810.0180883000139,,,,,810.0008092999924,810.0180883000139,812.0008884000126,812.1278955000453,812.1319200000726,816.0158488999587,816.0159176000161,816.0318431999767,852.0168918999843,852.0169528999832,852.0335074999603,860.0127016999759,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
Why,18,r,17,17,0,0,17,17,17,860.0266877000686,,,,,860.0129219000228,860.0266877000686,862.0080960000632,862.0122560999589,862.0243698999984,866.0046606999822,866.0046957000159,866.0209285999881,902.0110077999998,902.0110512999818,902.0279075000435,910.0031967000104,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
Get,19,s,18,18,0,0,18,18,18,910.0216303999769,,,,,910.0034118000185,910.0216303999769,912.0175865000347,912.0228802000638,912.0366056000348,916.0133960000239,916.0134669999825,916.0337242999813,952.0011906999862,952.0012288000435,952.0203291999642,960.0112810999854,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
Come,20,t,19,19,0,0,19,19,19,960.0283857999602,,,,,960.0114499999909,960.0283857999602,962.0110106000211,962.0159476000117,962.0266231000423,966.0079159999732,966.0079494999954,966.0229040000122,1002.0093023000518,1002.0093460000353,1002.0289385999786,1010.0032049999572,123194,001,2025-03-06_18h18.03.042,data_collection,2024.2.4,60.61638378205688,2025-03-06 18h18.11.014149 +0100,
