word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,shortFixation.started,fixationCross_2.started,shortFixation.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,fixation.stopped,rest.started,placeholder_image.started,rest.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Stop,10,j,9,9,0,0,9,9,9,460.01779379998334,,,,,460.0038327999646,460.01779379998334,462.0186871000333,462.0253439999651,462.03301180002745,466.0152206000639,466.01525589998346,466.0298294000095,502.0025125000393,502.0025534000015,502.01697590004187,510.01085760002024,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
Yes,11,k,10,10,0,0,10,10,10,510.0273806999903,,,,,510.0111103999661,510.0273806999903,512.0088638999732,512.0152881999966,512.0255623999983,516.0058247999987,516.0058575000148,516.0223009000765,552.0092909999657,552.0093246999895,552.0275790999876,560.0031963000074,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
Do,12,l,11,11,0,0,11,11,11,560.0213466000278,,,,,560.003387200064,560.0213466000278,562.0028404999757,562.0094732000725,562.0175469999667,566.0171024000738,566.0171507999767,566.0328061999753,602.0034361999715,602.0034919000464,602.0182480000658,610.0118451999733,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
Where,13,m,12,12,0,0,12,12,12,610.0285383000737,,,,,610.0121251000091,610.0285383000737,612.0097711000126,612.0133537000511,612.0270125999814,616.0067349000601,616.0067703999812,616.0235774000175,652.0111050000414,652.0111795000266,652.028813800076,660.0040304000722,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
In,14,n,13,13,0,0,13,13,13,660.0204750000266,,,,,660.004234299995,660.0204750000266,662.0026734999847,662.0079643999925,662.0193073999835,666.017653799965,666.0176841999637,666.0325474999845,702.0041945000412,702.0042314999737,702.0222092999611,710.0161386000691,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
Give,15,o,14,14,0,0,14,14,14,710.0316680000396,,,,,710.0162905000616,710.0316680000396,712.0111501000356,712.0179195000092,712.0276373999659,716.0077879000455,716.0078302000184,716.0243450000416,752.0120060000336,752.0120685000438,752.0300594000146,760.0050855000736,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
No,16,p,15,15,0,0,15,15,15,760.0214103000471,,,,,760.005311600049,760.0214103000471,762.0037881999742,762.0088088000193,762.0204089999897,766.0168587999651,766.0168912999798,766.0355012000073,802.0041093999753,802.0041544999694,802.0227378000272,810.0170236000558,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
Put,17,q,16,16,0,0,16,16,16,810.0306360999821,,,,,810.0171814999776,810.0306360999821,812.0122829000466,812.0173599000555,812.0289268000051,816.0090568000451,816.0090954999905,816.025381000014,852.0128439000109,852.0128796000499,852.0295240000123,860.008131199982,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
Why,18,r,17,17,0,0,17,17,17,860.0233358000405,,,,,860.0082949000644,860.0233358000405,862.0064229000127,862.0130369999679,862.0212043999927,866.0016685000155,866.0017092999769,866.0181481000036,902.0055292000761,902.0055756999645,902.0234329999657,910.0163630000316,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
Get,19,s,18,18,0,0,18,18,18,910.0334380000131,,,,,910.0165215000743,910.0334380000131,912.0135815000394,912.0177132000681,912.0301974000176,916.0103640999878,916.0104050000664,916.0275037999963,952.0140632999828,952.0141029000515,952.0307469000109,960.0077689000173,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
Come,20,t,19,19,0,0,19,19,19,960.0239547999809,,,,,960.0079793999903,960.0239547999809,962.0059993000468,962.1293144000228,962.1331211000215,966.0028260999825,966.0028581999941,966.0191782000475,1002.0067423,1002.00677550002,1002.0235770000145,1010.0018082000315,657453,001,2025-03-10_18h14.24.037,data_collection,2024.2.4,59.94050309205126,2025-03-10 18h14.30.006147 +0100,
